station,date,tmax,tmin,tavg,dewpoint,preciptotal,stnpressure,sealevel,avgspeed,raining,misty,humidity,trange
2,2007-09-19,84,68,76.0,59,0.0,29.47,30.09,9.0,0,0,55.61666948175095,16
1,2007-09-20,78,60,69.0,59,0.0,29.39,30.12,6.6,0,0,70.4552272678883,18
2,2007-09-20,76,63,70.0,59,0.0,29.44,30.1,6.1,0,0,68.08568039805756,13
1,2007-09-21,88,64,76.0,59,0.0,29.18,29.9,12.4,0,1,55.61666948175095,24
2,2007-09-21,90,68,79.0,59,0.0,29.23,29.89,11.5,0,1,50.36098121213036,22
1,2007-09-22,74,51,63.0,43,0.0,29.42,30.12,6.8,0,0,47.96972029596404,23
2,2007-09-22,72,58,65.0,45,0.0,29.48,30.1,7.7,0,0,48.27573196984521,14
1,2007-09-23,84,50,67.0,50,0.0,29.43,30.16,5.3,0,0,54.354917050774056,34
2,2007-09-23,83,55,69.0,50,0.0,29.49,30.15,6.4,0,0,50.738265153460794,28
1,2007-09-24,90,68,79.0,63,0.0,29.27,29.99,11.9,0,0,58.03722873540538,22
2,2007-09-24,91,71,81.0,62,0.0,29.34,29.98,10.5,0,0,52.47550009737232,20
1,2007-09-25,85,63,74.0,65,0.27,29.23,29.95,10.5,1,0,73.49727560438572,22
2,2007-09-25,83,67,75.0,66,0.01,29.29,29.93,9.4,0,0,73.59217615810955,16
1,2007-09-26,69,53,61.0,50,0.09,29.31,30.03,6.6,1,0,67.06320485667815,16
2,2007-09-26,68,55,62.0,51,0.14,29.37,30.02,7.3,1,1,67.17898708854047,13
1,2007-09-27,75,49,62.0,49,0.0,29.26,29.97,6.5,0,1,62.362634612270064,26
2,2007-09-27,74,52,63.0,49,0.0,29.31,29.97,5.8,1,1,60.203259900373716,22
1,2007-09-28,73,53,63.0,46,0.0,29.47,30.17,7.1,0,0,53.77999626270204,20
2,2007-09-28,73,53,63.0,46,0.0,29.52,30.16,6.6,0,0,53.77999626270204,20
1,2007-09-29,80,50,65.0,46,0.0,29.5,30.23,9.8,0,0,50.14258417997887,30
2,2007-09-29,82,52,67.0,45,0.0,29.57,30.23,8.8,0,0,45.037248533924036,30
1,2007-09-30,83,59,71.0,49,0.14,29.36,30.1,14.6,0,1,45.655498759761414,24
2,2007-09-30,84,61,73.0,48,0.14,29.44,30.1,13.2,0,1,41.09857475841559,23
1,2007-10-01,69,59,64.0,59,0.29,29.28,30.0,8.1,1,1,83.78150430151231,10
2,2007-10-01,68,59,64.0,59,0.17,29.35,30.0,8.9,1,1,83.78150430151231,9
1,2007-10-02,78,57,68.0,59,0.09,29.18,29.92,11.1,1,1,72.91775824653783,21
2,2007-10-02,80,59,70.0,59,0.11,29.25,29.92,10.3,1,1,68.08568039805756,21
1,2007-10-03,74,55,65.0,48,0.0,29.28,29.98,7.1,0,0,54.06855673054477,19
2,2007-10-03,74,56,65.0,47,0.0,29.34,29.97,7.1,0,0,52.07291087810838,18
1,2007-10-04,82,51,67.0,56,0.0,29.34,30.04,4.6,0,1,67.74970265494606,31
2,2007-10-04,83,56,70.0,56,0.0,29.39,30.03,5.9,0,0,61.11484738287635,27
1,2007-10-05,84,62,73.0,65,0.0,29.36,30.08,7.0,0,1,76.01196932855785,22
2,2007-10-05,85,68,77.0,65,0.06,29.42,30.06,7.0,1,1,66.49695902904085,17
1,2007-10-06,87,69,78.0,67,0.0,29.33,30.04,7.4,0,0,68.9586355825529,18
2,2007-10-06,88,71,80.0,66,0.0,29.39,30.03,6.7,0,0,62.370480849121655,17
1,2007-10-07,87,67,77.0,66,0.0,29.31,30.03,5.9,0,0,68.85131182953751,20
2,2007-10-07,88,70,79.0,65,0.0,29.38,30.01,5.9,0,0,62.247329201951004,18
1,2007-10-08,87,60,74.0,61,0.0,29.23,29.93,10.1,0,0,63.85321833711421,27
2,2007-10-08,88,62,75.0,60,0.0,29.28,29.92,9.9,0,0,59.593225297204334,26
1,2007-10-09,76,49,63.0,44,0.0,29.21,29.94,12.8,0,0,49.84159040609186,27
2,2007-10-09,77,50,64.0,44,0.0,29.27,29.93,13.3,0,0,48.12298181363036,27
1,2007-10-10,54,47,51.0,38,0.0,29.21,29.93,15.5,1,0,60.92452053907438,7
2,2007-10-10,53,47,50.0,37,0.0,29.26,29.93,14.6,0,0,60.7902530942096,6
1,2007-10-11,54,46,50.0,39,0.0,29.28,30.01,12.9,0,0,65.75242568076895,8
2,2007-10-11,56,48,52.0,39,0.0,29.34,30.0,15.5,0,0,61.058190785103065,8
1,2007-10-12,56,41,49.0,35,0.0,29.28,30.02,4.6,0,0,58.295782999102364,15
2,2007-10-12,57,45,51.0,35,0.0,29.34,30.02,5.4,0,0,54.11630588918709,12
1,2007-10-13,59,40,50.0,41,0.0,29.31,30.04,3.5,0,0,71.06976250052685,19
2,2007-10-13,59,44,52.0,40,0.0,29.38,30.04,4.7,0,0,63.48458878826907,15
1,2007-10-14,61,53,57.0,49,0.15,29.34,30.06,6.6,1,0,74.548291053835,8
2,2007-10-14,63,55,59.0,47,0.01,29.4,30.06,6.0,1,0,64.36331357961544,8
1,2007-10-15,74,51,63.0,52,0.07,29.21,29.95,5.6,1,1,67.29421903239448,23
2,2007-10-15,77,55,66.0,50,0.04,29.26,29.94,6.9,1,0,56.27110197801161,22
1,2007-10-16,67,52,60.0,54,0.24,29.16,29.88,7.5,1,1,80.53345504712736,15
2,2007-10-16,68,56,62.0,55,0.19,29.23,29.88,7.3,1,1,77.8056216717131,12
1,2007-10-17,72,47,60.0,53,0.04,29.07,29.83,9.8,1,1,77.63666850272651,25
2,2007-10-17,74,50,62.0,53,0.11,29.13,29.83,9.1,1,1,72.32044209638802,24
1,2007-10-18,78,59,69.0,56,0.3,28.59,29.34,18.9,1,1,63.24179235088773,19
2,2007-10-18,79,60,70.0,57,0.34,28.67,29.34,17.2,1,1,63.365166672408776,19
1,2007-10-19,60,52,56.0,48,0.01,28.75,29.44,16.7,1,1,74.45268533078975,8
2,2007-10-19,61,53,57.0,48,0.0,28.82,29.45,18.0,1,0,71.80860936988302,8
1,2007-10-20,73,47,60.0,43,0.0,29.02,29.71,12.0,0,0,53.34300175842913,26
2,2007-10-20,74,47,61.0,43,0.0,29.1,29.72,11.7,0,0,51.480360585912535,27
1,2007-10-21,80,60,70.0,47,0.0,29.08,29.78,18.2,0,0,43.822199977416545,20
2,2007-10-21,79,61,70.0,46,0.0,29.15,29.78,16.8,0,0,42.19772458011855,18
1,2007-10-22,67,46,57.0,47,0.16,29.26,29.97,9.2,1,1,69.15818623814671,21
2,2007-10-22,66,47,57.0,47,0.15,29.32,29.96,10.3,1,1,69.15818623814671,19
1,2007-10-23,58,43,51.0,36,0.0,29.2,29.93,8.2,0,0,56.306738518536505,15
2,2007-10-23,53,46,50.0,39,0.03,29.26,29.93,7.9,1,0,65.75242568076895,7
1,2007-10-24,55,43,49.0,35,0.0,29.46,30.16,14.5,0,0,58.295782999102364,12
2,2007-10-24,53,45,49.0,35,0.0,29.51,30.16,17.3,0,0,58.295782999102364,8
1,2007-10-25,55,45,50.0,39,0.0,29.47,30.2,14.1,1,0,65.75242568076895,10
2,2007-10-25,57,45,51.0,40,0.0,29.52,30.2,14.7,1,0,65.87445923651394,12
1,2007-10-26,65,53,59.0,48,0.33,29.31,30.07,6.9,1,1,66.82997767863014,12
2,2007-10-26,66,53,60.0,49,0.41,29.38,30.06,7.2,1,1,66.94686937749347,13
1,2007-10-27,55,37,46.0,38,0.01,29.56,30.25,9.9,1,1,73.46836204812732,18
2,2007-10-27,57,39,48.0,41,0.08,29.62,30.25,9.1,1,1,76.5836289292619,18
1,2007-10-28,56,34,45.0,30,0.0,29.79,30.52,4.2,0,0,55.43297539886293,22
2,2007-10-28,56,34,45.0,30,0.0,29.86,30.53,4.1,0,0,55.43297539886293,22
1,2007-10-29,61,39,50.0,32,0.0,29.63,30.4,10.4,0,0,49.80566665796449,22
2,2007-10-29,60,39,50.0,32,0.0,29.7,30.41,9.3,0,0,49.80566665796449,21
1,2007-10-30,66,41,54.0,38,0.0,29.43,30.2,12.5,0,0,54.557575010333494,25
2,2007-10-30,66,42,54.0,37,0.0,29.51,30.22,10.9,0,0,52.453901291366066,24
1,2007-10-31,62,41,52.0,37,0.0,29.3,30.02,14.3,0,0,56.45028047058878,21
2,2007-10-31,63,43,53.0,38,0.0,29.36,30.03,15.0,0,0,56.593232287146236,20
1,2008-05-01,74,48,61.0,51,0.0,28.95,29.67,11.5,0,0,69.59906401503227,26
2,2008-05-01,73,48,61.0,51,0.0,29.01,29.67,10.4,0,0,69.59906401503227,25
1,2008-05-02,74,51,63.0,55,1.28,28.79,29.53,15.1,1,1,75.11151657294913,23
2,2008-05-02,74,55,65.0,56,0.74,28.85,29.52,13.0,1,1,72.6213654891301,19
1,2008-05-03,56,43,50.0,41,0.0,29.01,29.69,12.7,1,0,71.06976250052685,13
2,2008-05-03,56,44,50.0,42,0.01,29.08,29.69,12.7,1,1,73.86835077002027,12
1,2008-05-04,65,38,52.0,34,0.0,29.31,30.02,6.3,0,0,50.11513290605555,27
2,2008-05-04,66,39,53.0,33,0.0,29.38,30.02,5.6,0,0,46.408839010595536,27
1,2008-05-05,75,50,63.0,38,0.0,29.27,29.99,7.0,0,0,39.51128236375127,25
2,2008-05-05,74,50,62.0,38,0.0,29.34,29.99,6.2,0,0,40.92847578669996,24
1,2008-05-06,81,46,64.0,44,0.0,29.16,29.88,7.1,0,0,48.12298181363036,35
2,2008-05-06,82,52,67.0,43,0.0,29.23,29.88,8.8,0,0,41.72497773363671,30
1,2008-05-07,70,49,60.0,52,0.76,28.97,29.69,12.3,1,1,74.8321153850704,21
2,2008-05-07,71,50,61.0,53,0.71,29.03,29.69,11.1,1,1,74.92573641260748,21
1,2008-05-08,59,45,52.0,35,0.0,29.08,29.82,12.6,0,0,52.153011439233396,14
2,2008-05-08,59,47,53.0,36,0.0,29.14,29.81,15.0,0,0,52.30374082742932,12
1,2008-05-09,58,41,50.0,34,0.0,29.15,29.85,6.9,0,0,53.96805096116989,17
2,2008-05-09,58,42,50.0,35,0.0,29.2,29.85,7.0,0,0,56.1626043057132,16
1,2008-05-10,61,38,50.0,37,0.0,29.08,29.85,6.3,0,0,60.7902530942096,23
2,2008-05-10,61,41,51.0,39,0.0,29.15,29.84,6.6,0,0,63.356719744112056,20
1,2008-05-11,58,46,52.0,43,0.95,28.85,29.55,17.7,1,1,71.28356786913909,12
2,2008-05-11,60,47,54.0,44,1.46,28.89,29.53,17.8,1,1,68.82176797454129,13
1,2008-05-12,56,40,48.0,38,0.0,29.26,29.96,7.8,0,0,68.13375002633015,16
2,2008-05-12,53,41,47.0,39,0.0,29.32,29.96,7.6,0,0,73.56915673446211,12
1,2008-05-13,73,40,57.0,45,0.08,29.2,29.93,15.9,1,0,64.11514175131302,33
2,2008-05-13,73,45,59.0,45,0.32,29.28,29.95,14.4,1,0,59.66991325554808,28
1,2008-05-14,64,45,55.0,48,0.02,29.19,29.89,9.6,1,1,77.2062220448719,19
2,2008-05-14,61,46,54.0,49,0.02,29.25,29.89,8.9,1,1,83.12926514616422,15
1,2008-05-15,57,43,50.0,37,0.0,29.33,30.05,7.9,0,0,60.7902530942096,14
2,2008-05-15,57,43,50.0,37,0.0,29.38,30.05,8.1,0,0,60.7902530942096,14
1,2008-05-16,73,40,57.0,41,0.0,29.1,29.86,9.4,0,0,54.9936389390944,33
2,2008-05-16,72,41,57.0,41,0.0,29.16,29.86,8.8,0,0,54.9936389390944,31
1,2008-05-17,73,52,63.0,41,0.12,28.87,29.61,14.7,1,0,44.41143171916206,21
2,2008-05-17,73,50,62.0,41,0.26,28.94,29.61,14.1,1,1,46.004384039886375,23
1,2008-05-18,55,44,50.0,39,0.0,28.93,29.64,8.2,0,0,65.75242568076895,11
2,2008-05-18,55,45,50.0,40,0.0,28.98,29.63,7.9,0,0,68.36536838876128,10
1,2008-05-19,60,40,50.0,33,0.0,28.96,29.69,5.7,1,0,51.8498399585023,20
2,2008-05-19,59,42,51.0,34,0.0,29.02,29.69,6.2,1,0,52.001711640014,17
1,2008-05-20,66,47,57.0,37,0.0,28.94,29.66,9.2,0,0,47.03937528501444,19
2,2008-05-20,64,49,57.0,37,0.0,29.0,29.66,7.7,0,0,47.03937528501444,15
1,2008-05-21,66,41,54.0,36,0.0,29.0,29.7,9.2,0,0,50.422376460756325,25
2,2008-05-21,65,45,55.0,36,0.0,29.05,29.7,8.8,0,0,48.61640558435118,20
1,2008-05-22,59,45,52.0,38,0.0,29.24,29.94,9.8,0,0,58.714229739007905,14
2,2008-05-22,56,47,52.0,38,0.0,29.29,29.93,11.2,0,0,58.714229739007905,9
1,2008-05-23,57,46,52.0,39,0.0,29.41,30.12,10.9,0,0,61.058190785103065,11
2,2008-05-23,59,48,54.0,40,0.0,29.47,30.11,10.7,0,0,58.99021804785905,11
1,2008-05-24,67,40,54.0,40,0.0,29.44,30.18,8.4,0,0,58.99021804785905,27
2,2008-05-24,68,44,56.0,38,0.0,29.51,30.17,7.4,0,0,50.72740651117046,24
1,2008-05-25,78,44,61.0,50,0.0,29.18,29.93,11.9,0,0,67.06320485667815,34
2,2008-05-25,78,51,65.0,48,0.0,29.26,29.93,12.4,0,0,54.06855673054477,27
1,2008-05-26,81,47,64.0,60,0.48,29.11,29.81,11.8,1,1,86.82611571888482,34
2,2008-05-26,84,53,69.0,60,0.0,29.17,29.8,12.0,1,1,73.01556312174712,31
1,2008-05-27,50,42,46.0,35,0.0,29.5,30.19,19.3,0,0,65.25839380589083,8
2,2008-05-27,53,45,49.0,36,0.0,29.54,30.18,17.4,1,0,60.655385768296945,8
1,2008-05-28,62,43,53.0,32,0.0,29.6,30.34,8.7,0,0,44.57917647566113,19
2,2008-05-28,61,45,53.0,35,0.0,29.66,30.33,8.5,0,0,50.26903195314919,16
1,2008-05-29,67,42,55.0,37,0.01,29.39,30.16,4.2,1,0,50.5751675874962,25
2,2008-05-29,68,45,57.0,38,0.08,29.46,30.17,3.8,1,0,48.92589840545998,23
1,2008-05-30,77,55,66.0,59,0.4,29.03,29.79,10.4,1,1,78.13813236389119,22
2,2008-05-30,77,58,68.0,60,0.3,29.09,29.79,10.7,1,1,75.56758222782685,19
1,2008-05-31,79,59,69.0,56,0.0,29.1,29.8,11.9,0,0,63.24179235088773,20
2,2008-05-31,79,60,70.0,56,0.0,29.15,29.79,12.3,0,0,61.11484738287635,19
1,2008-06-01,74,53,64.0,47,0.0,29.23,29.95,5.4,0,0,53.92455233530137,21
2,2008-06-01,71,56,64.0,46,0.0,29.29,29.94,5.9,0,0,51.92558586113648,15
1,2008-06-02,86,56,71.0,52,0.0,29.16,29.89,4.8,1,0,51.032969620861465,30
2,2008-06-02,85,61,73.0,53,0.0,29.21,29.87,5.7,0,0,49.47941486749692,24
1,2008-06-03,69,55,62.0,55,0.52,28.97,29.69,9.2,1,1,77.8056216717131,14
2,2008-06-03,74,57,66.0,58,0.92,29.02,29.67,6.7,1,1,75.38657818859312,17
1,2008-06-04,78,54,66.0,59,0.0,28.9,29.62,5.2,1,1,78.13813236389119,24
2,2008-06-04,78,59,69.0,61,0.02,28.95,29.6,4.3,1,1,75.65738210974907,19
1,2008-06-05,87,60,74.0,68,0.64,29.0,29.7,14.0,0,1,81.5476393293729,27
2,2008-06-05,88,68,78.0,69,0.22,29.06,29.69,13.8,0,0,73.87404566725823,20
1,2008-06-06,87,73,80.0,68,0.0,29.07,29.76,21.5,1,0,66.83574763380231,14
2,2008-06-06,86,73,80.0,69,0.03,29.14,29.75,19.5,1,0,69.17177159414872,13
1,2008-06-07,85,69,77.0,71,0.11,29.16,29.86,13.2,1,1,81.75506087134322,16
2,2008-06-07,84,72,78.0,71,0.07,29.23,29.85,12.4,1,1,79.09417564153422,12
1,2008-06-08,85,64,75.0,68,1.24,29.11,29.81,12.2,1,0,78.86083362775612,21
2,2008-06-08,87,65,76.0,69,1.31,29.18,29.8,11.5,1,1,78.93902502121315,22
1,2008-06-09,74,65,70.0,64,0.14,29.1,29.82,7.7,1,1,81.2657649987177,9
2,2008-06-09,74,65,70.0,64,0.21,29.17,29.8,8.8,1,0,81.2657649987177,9
1,2008-06-10,79,59,69.0,56,0.0,29.18,29.89,9.6,1,0,63.24179235088773,20
2,2008-06-10,80,60,70.0,56,0.01,29.25,29.88,10.4,1,0,61.11484738287635,20
1,2008-06-11,86,61,74.0,56,0.0,29.28,29.99,10.0,0,0,53.3747251412142,25
2,2008-06-11,86,66,76.0,55,0.0,29.34,29.97,10.4,0,0,48.141984953815566,20
1,2008-06-12,91,73,82.0,63,0.0,29.2,29.9,16.3,0,0,52.61694111508524,18
2,2008-06-12,91,73,82.0,63,0.0,29.26,29.89,15.1,0,0,52.61694111508524,18
1,2008-06-13,82,65,74.0,62,0.39,29.21,29.92,9.9,1,1,66.15348672574332,17
2,2008-06-13,82,66,74.0,63,0.19,29.28,29.91,10.8,1,0,68.52628458711716,16
1,2008-06-14,84,59,72.0,53,0.0,29.23,29.94,8.8,0,0,51.17954175873011,25
2,2008-06-14,84,61,73.0,52,0.0,29.29,29.92,9.3,0,0,47.6920165941982,23
1,2008-06-15,81,61,71.0,60,0.18,29.15,29.84,9.8,1,0,68.19661499378506,20
2,2008-06-15,82,60,71.0,60,0.29,29.23,29.83,9.7,1,1,68.19661499378506,22
1,2008-06-16,72,59,66.0,49,0.0,29.2,29.91,11.2,0,0,54.212011086396494,13
2,2008-06-16,74,60,67.0,49,0.0,29.25,29.89,11.5,0,0,52.36594383575726,14
1,2008-06-17,76,55,66.0,46,0.0,29.26,29.97,11.2,0,0,48.42797148268488,21
2,2008-06-17,76,56,66.0,46,0.0,29.32,29.96,10.8,0,0,48.42797148268488,20
1,2008-06-18,77,56,67.0,48,0.0,29.21,29.92,7.3,0,0,50.44147293023269,21
2,2008-06-18,75,58,67.0,49,0.0,29.26,29.91,7.5,0,0,52.36594383575726,17
1,2008-06-19,81,52,67.0,46,0.0,29.21,29.93,5.1,0,0,46.77886660025213,29
2,2008-06-19,80,55,68.0,47,0.0,29.27,29.92,5.4,0,0,46.93228539544503,25
1,2008-06-20,82,58,70.0,53,0.09,29.25,29.96,7.9,1,0,54.78036121579585,24
2,2008-06-20,83,60,72.0,52,0.04,29.3,29.95,7.2,1,0,49.33072796792948,23
1,2008-06-21,82,61,72.0,52,0.01,29.24,29.95,7.8,0,0,49.33072796792948,21
2,2008-06-21,83,62,73.0,53,0.01,29.29,29.93,6.9,1,0,49.47941486749692,21
1,2008-06-22,82,57,70.0,52,0.16,29.18,29.89,5.1,1,0,52.80147113979146,25
2,2008-06-22,81,61,71.0,53,0.02,29.23,29.87,4.4,1,0,52.9455799128056,20
1,2008-06-23,77,56,67.0,54,0.0,29.33,30.04,6.4,0,0,62.99339197054547,21
2,2008-06-23,76,57,67.0,54,0.0,29.38,30.03,6.4,0,0,62.99339197054547,19
1,2008-06-24,82,55,69.0,53,0.0,29.44,30.15,5.8,0,0,56.686850696229826,27
2,2008-06-24,82,57,70.0,52,0.0,29.49,30.13,5.4,0,0,52.80147113979146,25
1,2008-06-25,79,66,73.0,64,0.08,29.28,29.99,9.3,1,0,73.4018982652604,13
2,2008-06-25,79,67,73.0,65,0.11,29.34,29.98,8.5,1,1,76.01196932855785,12
1,2008-06-26,86,70,78.0,66,0.0,29.15,29.86,7.3,0,1,66.61040543490469,16
2,2008-06-26,87,71,79.0,67,0.0,29.21,29.84,7.8,0,1,66.72333408930567,16
1,2008-06-27,84,66,75.0,67,0.0,29.05,29.76,7.4,1,0,76.18653608667044,18
2,2008-06-27,85,69,77.0,67,0.0,29.11,29.74,9.1,1,0,71.27854110531861,16
1,2008-06-28,83,64,74.0,55,0.04,28.98,29.69,13.2,0,1,51.47113160447879,19
2,2008-06-28,84,66,75.0,55,0.0,29.05,29.68,14.5,1,0,49.775277119899386,18
1,2008-06-29,75,60,68.0,58,0.58,29.08,29.77,9.7,1,1,70.3500341906023,15
2,2008-06-29,77,61,69.0,58,0.22,29.13,29.75,10.1,1,1,67.97421871424493,16
1,2008-06-30,80,59,70.0,50,0.0,29.28,29.98,9.6,0,0,49.03183822053935,21
2,2008-06-30,81,59,70.0,49,0.0,29.34,29.96,9.1,0,0,47.23764887769495,22
1,2008-07-01,83,58,71.0,51,0.0,29.24,29.97,8.0,0,0,49.18153603952177,25
2,2008-07-01,84,57,71.0,50,0.0,29.3,29.95,8.3,0,0,47.38959457661924,27
1,2008-07-02,87,63,75.0,62,0.2,29.09,29.79,13.2,1,1,63.97388267125127,24
2,2008-07-02,89,63,76.0,62,0.12,29.14,29.78,11.7,1,0,61.87468709772934,26
1,2008-07-03,71,55,63.0,51,0.0,29.34,30.04,12.0,0,0,64.85284088269587,16
2,2008-07-03,71,59,65.0,51,0.0,29.39,30.01,13.5,0,0,60.46651653500821,12
1,2008-07-04,76,52,64.0,50,0.0,29.35,30.06,6.6,0,0,60.33517093121935,24
2,2008-07-04,75,58,67.0,50,0.0,29.4,30.05,7.5,0,0,54.354917050774056,17
1,2008-07-05,80,54,67.0,52,0.0,29.31,30.03,7.0,0,0,58.53379534850804,26
2,2008-07-05,79,57,68.0,52,0.0,29.36,30.01,5.7,0,0,56.54882032643535,22
1,2008-07-06,87,59,73.0,57,0.0,29.21,29.94,9.4,0,0,57.23349208270923,28
2,2008-07-06,88,63,76.0,58,0.0,29.28,29.92,8.9,0,0,53.65818551881196,25
1,2008-07-07,87,71,79.0,67,0.03,29.16,29.87,11.9,1,0,66.72333408930567,16
2,2008-07-07,87,74,81.0,68,0.11,29.21,29.86,11.4,0,0,64.68673636674298,13
1,2008-07-08,85,70,78.0,67,0.03,29.1,29.81,9.1,0,0,68.9586355825529,15
2,2008-07-08,86,46,66.0,68,0.28,29.16,29.8,8.3,1,0,107.15926304221131,40
1,2008-07-09,85,67,76.0,55,0.0,29.26,29.95,10.3,0,0,48.141984953815566,18
2,2008-07-09,85,67,76.0,55,0.0,29.31,29.94,9.1,0,0,48.141984953815566,18
1,2008-07-10,82,64,73.0,63,0.72,29.26,29.99,9.2,1,1,70.87089690607739,18
2,2008-07-10,84,64,74.0,62,0.43,29.33,29.97,8.6,1,0,66.15348672574332,20
1,2008-07-11,88,64,76.0,65,0.34,29.23,29.97,8.4,1,1,68.74348058795903,24
2,2008-07-11,89,64,77.0,65,0.03,29.3,29.95,7.5,1,0,66.49695902904085,25
1,2008-07-12,81,65,73.0,63,0.73,29.19,29.89,10.3,1,1,70.87089690607739,16
2,2008-07-12,83,66,75.0,64,0.65,29.25,29.87,11.0,1,1,68.63513909818117,17
1,2008-07-13,79,62,71.0,54,0.0,29.12,29.84,12.4,0,0,54.92109027968242,17
2,2008-07-13,79,61,70.0,53,0.0,29.18,29.83,13.8,0,0,54.78036121579585,18
1,2008-07-14,84,62,73.0,54,0.0,29.22,29.92,7.8,0,0,51.325595364126016,22
2,2008-07-14,84,62,73.0,54,0.0,29.28,29.9,7.1,0,0,51.325595364126016,22
1,2008-07-15,90,61,76.0,62,0.0,29.3,30.0,7.4,0,0,61.87468709772934,29
2,2008-07-15,91,67,79.0,63,0.0,29.36,29.98,8.3,0,0,58.03722873540538,24
1,2008-07-16,90,71,81.0,66,0.0,29.39,30.09,7.2,0,0,60.365044075809024,19
2,2008-07-16,91,73,82.0,67,0.0,29.44,30.07,7.4,0,0,60.49182252972426,18
1,2008-07-17,89,71,80.0,66,0.0,29.33,30.05,9.0,0,0,62.370480849121655,18
2,2008-07-17,90,74,82.0,66,0.0,29.39,30.03,9.3,0,0,58.43191052377349,16
1,2008-07-18,86,74,80.0,68,0.04,29.24,29.95,5.4,1,0,66.83574763380231,12
2,2008-07-18,91,73,82.0,67,0.0,29.3,29.94,8.2,1,0,60.49182252972426,18
1,2008-07-19,78,67,73.0,68,1.61,29.19,29.91,5.8,1,1,84.33777454399561,11
2,2008-07-19,80,70,75.0,70,1.22,29.24,29.89,5.9,1,1,84.45762997402925,10
1,2008-07-20,86,68,77.0,68,0.74,29.2,29.91,5.7,0,0,73.78055835142726,18
2,2008-07-20,86,68,77.0,68,0.43,29.25,29.89,7.0,1,0,73.78055835142726,18
1,2008-07-21,83,68,76.0,65,0.13,29.21,29.92,7.4,1,0,68.74348058795903,15
2,2008-07-21,84,70,77.0,66,0.13,29.26,29.9,8.0,1,0,68.85131182953751,14
1,2008-07-22,77,63,70.0,59,0.0,29.31,30.0,8.7,0,0,68.08568039805756,14
2,2008-07-22,75,66,71.0,61,0.06,29.36,29.98,9.3,1,0,70.66407678830186,9
1,2008-07-23,81,60,71.0,52,0.0,29.39,30.1,8.5,0,0,51.032969620861465,21
2,2008-07-23,81,60,71.0,52,0.0,29.44,30.08,9.3,0,0,51.032969620861465,21
1,2008-07-24,82,59,71.0,53,0.0,29.33,30.05,4.4,0,0,52.9455799128056,23
2,2008-07-24,82,60,71.0,52,0.0,29.39,30.04,4.7,0,0,51.032969620861465,22
1,2008-07-25,82,61,72.0,63,0.0,29.26,29.99,6.9,0,0,73.30604125769314,21
2,2008-07-25,84,65,75.0,63,0.0,29.33,29.98,7.6,0,0,66.2685023428559,19
1,2008-07-26,84,65,75.0,58,0.0,29.22,29.94,9.1,0,1,55.478623420120435,19
2,2008-07-26,85,67,76.0,58,0.0,29.28,29.92,7.7,0,1,53.65818551881196,18
1,2008-07-27,83,62,73.0,58,0.0,29.16,29.89,6.7,0,0,59.331653227294,21
2,2008-07-27,83,63,73.0,58,0.0,29.22,29.87,6.8,0,0,59.331653227294,20
1,2008-07-28,85,66,76.0,63,0.0,29.16,29.87,6.1,0,0,64.09401267655079,19
2,2008-07-28,84,70,77.0,63,0.0,29.21,29.85,6.4,0,0,61.99943468829765,14
1,2008-07-29,88,65,77.0,67,0.05,29.14,29.85,7.9,1,0,71.27854110531861,23
2,2008-07-29,89,70,80.0,67,0.23,29.21,29.83,7.9,1,1,64.56924007445551,19
1,2008-07-30,89,72,81.0,65,0.0,29.04,29.75,8.6,0,0,58.300877006286115,17
2,2008-07-30,90,72,81.0,67,0.0,29.1,29.73,9.7,0,0,62.49310523138112,18
1,2008-07-31,89,72,81.0,67,0.14,29.06,29.76,5.8,1,1,62.49310523138112,17
2,2008-07-31,89,71,80.0,69,0.5,29.11,29.74,6.9,1,0,69.17177159414872,18
1,2008-08-01,89,68,79.0,68,1.05,29.09,29.79,5.7,1,0,69.06545459318414,21
2,2008-08-01,89,72,81.0,69,0.0,29.14,29.77,3.6,0,0,66.9476486991263,17
1,2008-08-02,81,65,73.0,59,0.0,29.24,29.93,9.2,0,0,61.497214552500836,16
2,2008-08-02,80,68,74.0,60,0.0,29.28,29.9,9.2,0,0,61.62357940507553,12
1,2008-08-03,84,61,73.0,61,0.0,29.24,29.96,6.0,0,0,66.03794268369873,23
2,2008-08-03,85,63,74.0,61,0.0,29.3,29.94,6.5,0,0,63.85321833711421,22
1,2008-08-04,87,70,79.0,68,2.43,29.18,29.9,9.0,1,1,69.06545459318414,17
2,2008-08-04,88,69,79.0,69,0.59,29.24,29.89,9.1,1,1,71.47941063428179,19
1,2008-08-05,87,69,78.0,67,0.0,29.24,29.93,7.4,0,1,68.9586355825529,18
2,2008-08-05,88,71,80.0,69,0.08,29.3,29.91,6.3,0,1,69.17177159414872,17
1,2008-08-06,84,67,76.0,60,0.0,29.29,30.0,8.1,0,0,57.63777364205565,17
2,2008-08-06,84,67,76.0,60,0.01,29.35,29.98,6.9,0,0,57.63777364205565,17
1,2008-08-07,82,64,73.0,56,0.0,29.26,29.98,9.4,0,0,55.200930061577466,18
2,2008-08-07,81,63,72.0,57,0.01,29.31,29.96,9.1,0,0,59.200051291818134,18
1,2008-08-08,79,63,71.0,54,0.0,29.29,30.01,7.4,0,0,54.92109027968242,16
